Gene,Gene name,TLS23A/AGGGTA,TLS23A/GTTAGG,TLS23B/AGGGTA,TLS23B/GTTAGG,TLS23D/AGGGTA,TLS23D/GTTAGG,TLS23E/AGGGTA,TLS23E/GTTAGG,TLS23F/AGGGTA,TLS23F/GTTAGG
ENSMUSG00000112637.2,Gm48225,2,0,2,1,1,0,1,0,0,0
ENSMUSG00000112391.2,Gm48230,2,1,4,2,0,0,0,0,1,0
ENSMUSG00000021112.10,Mpp5,5,2,10,7,7,1,4,3,6,0
ENSMUSG00000021114.10,Atp6v1d,17,3,15,6,7,5,17,6,17,6
ENSMUSG00000021116.11,Eif2s1,6,1,6,1,0,1,3,1,3,1
ENSMUSG00000046157.14,Tmem229b,28,3,15,12,18,4,33,5,20,5
ENSMUSG00000060716.8,Plekhh1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021120.12,Pigh,1,1,0,1,0,0,0,0,0,0
ENSMUSG00000021125.7,Arg2,1,0,0,0,1,0,1,1,0,0
ENSMUSG00000021124.14,Vti1b,2,1,2,1,0,0,3,0,3,0
ENSMUSG00000091507.2,Gm17194,1,0,1,1,0,0,0,0,1,0
ENSMUSG00000066441.15,Rdh11,2,0,2,6,6,0,5,0,1,0
ENSMUSG00000021123.13,Rdh12,14,5,4,6,8,4,18,7,9,5
ENSMUSG00000066440.6,Zfyve26,14,3,19,8,21,3,27,3,10,1
ENSMUSG00000021127.8,Zfp36l1,1,1,9,2,6,0,4,1,2,0
ENSMUSG00000015143.16,Actn1,4,0,3,4,3,2,4,0,1,0
ENSMUSG00000112336.2,Gm47766,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000049106.8,Dcaf5,28,4,26,14,16,4,19,9,13,4
ENSMUSG00000112278.2,Gm30025,1,0,0,0,2,0,0,0,0,0
ENSMUSG00000032705.10,Exd2,8,2,18,3,8,1,9,3,5,1
ENSMUSG00000021130.9,Galnt16,8,4,11,4,1,3,8,2,12,1
ENSMUSG00000048833.10,Slc39a9,9,2,11,6,8,0,8,2,7,1
ENSMUSG00000066438.7,Plekhd1,7,1,12,4,6,1,9,2,9,5
ENSMUSG00000062961.8,Ccdc177,1,1,6,2,5,1,2,0,2,1
ENSMUSG00000021133.10,Susd6,7,2,14,8,11,2,11,1,3,2
ENSMUSG00000021134.18,Srsf5,4,3,28,16,3,0,7,1,4,0
ENSMUSG00000021136.14,Smoc1,6,1,6,6,10,5,13,2,4,1
ENSMUSG00000079055.11,Slc8a3,17,3,14,6,8,2,16,4,20,3
ENSMUSG00000098128.2,Gm3693,1,0,2,0,1,0,1,0,1,0
ENSMUSG00000091803.8,Cox16,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000099478.2,Gm28370,3,0,2,0,0,0,0,1,1,1
ENSMUSG00000090935.11,Synj2bp,1,0,6,1,0,0,2,0,3,0
ENSMUSG00000002679.15,Med6,2,0,1,1,0,0,2,0,1,1
ENSMUSG00000042734.7,Ttc9,25,5,33,21,23,4,27,9,15,2
ENSMUSG00000113184.2,Gm49654,6,0,2,6,0,0,3,2,6,0
ENSMUSG00000042724.9,Map3k9,15,4,8,2,8,3,7,2,9,3
ENSMUSG00000021140.10,Pcnx,67,19,101,36,29,13,64,15,48,10
ENSMUSG00000042700.17,Sipa1l1,15,15,31,11,18,5,36,5,23,5
ENSMUSG00000021219.17,Rgs6,18,2,9,6,11,2,13,2,15,4
ENSMUSG00000102029.2,Gm29530,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000021221.16,Dpf3,13,4,17,8,1,5,14,3,17,1
ENSMUSG00000021222.10,Dcaf4,4,0,3,2,1,0,2,0,1,2
ENSMUSG00000042628.9,Zfyve1,7,2,15,2,6,8,15,8,2,1
ENSMUSG00000010608.16,Rbm25,20,5,33,11,14,2,18,2,12,5
ENSMUSG00000019969.15,Psen1,12,6,11,6,16,5,15,4,14,2
ENSMUSG00000021223.14,Papln,0,1,1,2,3,0,3,0,3,0
ENSMUSG00000021224.16,Numb,4,3,10,7,10,3,3,2,5,1
ENSMUSG00000114150.2,Gm46367,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000046791.9,Riox1,1,1,0,0,3,0,1,0,2,0
ENSMUSG00000072949.7,Acot1,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000052392.6,Acot4,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000043487.5,Acot6,1,0,2,2,1,1,3,0,2,0
ENSMUSG00000042523.13,Dnal1,19,9,15,6,7,4,14,6,14,1
ENSMUSG00000042507.16,Mideas,2,0,12,7,9,3,9,1,2,2
ENSMUSG00000113094.2,Gm47447,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000072946.13,Ptgr2,3,0,2,1,0,0,6,0,3,0
ENSMUSG00000042472.12,Zfp410,4,0,1,2,3,0,3,0,2,0
ENSMUSG00000021234.10,Fam161b,1,0,1,2,2,1,1,1,1,0
ENSMUSG00000021235.14,Coq6,1,0,1,1,1,0,1,0,4,0
ENSMUSG00000021236.17,Entpd5,4,3,6,7,5,1,10,1,4,1
ENSMUSG00000098134.2,Rnf113a2,0,1,2,0,0,0,2,1,1,1
ENSMUSG00000021238.12,Aldh6a1,4,0,3,2,9,2,10,1,4,0
ENSMUSG00000085793.3,Lin52,0,2,3,0,4,0,1,1,0,1
ENSMUSG00000021239.13,Vsx2,34,13,110,28,99,15,85,9,28,1
ENSMUSG00000021240.7,Abcd4,4,1,2,0,0,0,5,0,1,0
ENSMUSG00000071234.4,Syndig1l,3,2,1,0,3,0,3,1,2,1
ENSMUSG00000021242.10,Npc2,4,1,0,2,4,4,2,3,5,2
ENSMUSG00000021241.8,Isca2,6,1,5,0,0,4,1,2,3,2
ENSMUSG00000042350.14,Arel1,23,7,13,10,12,4,18,7,18,2
ENSMUSG00000021244.16,Ylpm1,47,19,72,22,41,13,68,16,47,12
ENSMUSG00000042320.18,Prox2,1,0,3,1,0,0,0,1,0,0
ENSMUSG00000004789.11,Dlst,12,5,10,4,2,4,16,2,17,2
ENSMUSG00000019235.10,Rps6kl1,2,0,8,0,3,1,8,1,4,2
ENSMUSG00000004788.12,Eif2b2,2,1,1,3,0,1,3,1,2,1
ENSMUSG00000021245.16,Mlh3,4,1,1,3,4,1,9,2,6,3
ENSMUSG00000045064.6,Zc2hc1c,1,0,1,1,0,1,1,0,1,0
ENSMUSG00000034290.10,Nek9,3,2,6,5,2,2,6,2,2,2
ENSMUSG00000021248.10,Tmed10,10,2,15,13,12,3,17,3,13,1
ENSMUSG00000113072.2,Gm47820,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021250.14,Fos,2,6,4,1,6,2,2,2,7,0
ENSMUSG00000034271.17,Jdp2,2,0,4,2,4,0,7,1,4,0
ENSMUSG00000034258.5,Flvcr2,0,1,1,1,0,0,0,1,0,0
ENSMUSG00000021252.12,Erg28,6,2,7,3,3,2,5,0,6,3
ENSMUSG00000012609.20,Ttll5,13,7,13,11,6,4,16,6,9,4
ENSMUSG00000097902.3,Gm26531,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000021253.8,Tgfb3,19,3,15,10,6,4,16,6,20,8
ENSMUSG00000007867.10,Ift43,0,1,1,1,1,0,1,0,0,0
ENSMUSG00000021254.10,Gpatch2l,4,2,7,0,8,2,11,1,13,2
ENSMUSG00000097488.2,4732487G21Rik,1,1,0,1,0,1,1,0,0,0
ENSMUSG00000021255.18,Esrrb,38,15,20,17,29,11,37,13,29,8
ENSMUSG00000021256.6,Vash1,6,2,7,3,10,1,6,0,11,2
ENSMUSG00000021257.15,Angel1,6,1,6,2,2,0,6,1,7,1
ENSMUSG00000034168.8,Irf2bpl,18,4,15,6,15,9,26,8,16,1
ENSMUSG00000034157.13,Cipc,18,7,14,13,15,4,24,8,17,0
ENSMUSG00000048483.7,Zdhhc22,30,8,31,11,17,4,39,4,29,1
ENSMUSG00000034145.15,Tmem63c,4,1,10,6,5,2,9,3,7,1
ENSMUSG00000034126.6,Pomt2,7,4,13,4,5,1,8,1,3,1
ENSMUSG00000021033.12,Gstz1,4,1,2,2,2,1,3,3,2,0
ENSMUSG00000034111.7,Tmed8,9,4,7,9,6,0,12,2,11,3
ENSMUSG00000090812.9,Samd15,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021038.18,Vipas39,7,0,6,1,5,2,11,1,6,0
ENSMUSG00000021037.8,Ahsa1,8,0,7,1,4,3,9,0,6,1
ENSMUSG00000021036.11,Sptlc2,6,0,4,3,4,2,4,2,5,2
ENSMUSG00000079036.11,Alkbh1,2,0,4,4,4,0,2,0,2,0
ENSMUSG00000021039.10,Snw1,5,0,6,1,8,3,3,1,4,1
ENSMUSG00000113083.2,Gm48513,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021044.16,Adck1,3,0,1,0,4,0,5,2,4,3
ENSMUSG00000066392.13,Nrxn3,111,29,179,72,102,27,157,25,106,25
ENSMUSG00000114153.2,Gm48692,4,0,10,1,2,1,2,0,2,2
ENSMUSG00000113055.2,Gm48700,2,0,2,1,1,0,1,1,0,1
ENSMUSG00000007682.8,Dio2,8,4,15,7,9,4,23,5,6,0
ENSMUSG00000097157.3,Gm26512,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000061533.17,Cep128,2,0,3,0,0,0,0,0,0,0
ENSMUSG00000020963.16,Tshr,4,1,8,0,2,1,4,0,2,1
ENSMUSG00000020962.15,Gtf2a1,6,5,19,8,10,5,18,6,7,1
ENSMUSG00000020961.16,Ston2,6,6,12,4,7,1,12,1,5,2
ENSMUSG00000020964.15,Sel1l,16,7,27,6,23,6,37,8,15,3
ENSMUSG00000047414.7,Flrt2,15,4,16,13,15,0,17,2,9,3
ENSMUSG00000112756.2,Gm48014,2,0,2,0,0,0,1,0,0,0
ENSMUSG00000021003.11,Galc,2,3,4,2,0,1,3,1,3,0
ENSMUSG00000113927.2,5330409N07Rik,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000112990.2,Gm47372,1,0,2,0,1,0,1,0,0,0
ENSMUSG00000021007.15,Spata7,2,0,4,0,0,0,2,0,2,1
ENSMUSG00000021009.16,Ptpn21,11,8,13,5,10,5,21,5,10,4
ENSMUSG00000021012.17,Zc3h14,10,1,10,7,7,2,13,2,7,1
ENSMUSG00000113196.2,D230049E03Rik,1,0,3,1,1,0,0,1,1,0
ENSMUSG00000051166.11,Eml5,18,4,23,7,7,4,11,2,12,0
ENSMUSG00000113852.2,Gm48062,3,0,7,2,2,0,5,0,2,1
ENSMUSG00000113020.2,Gm48063,2,0,2,1,0,0,1,0,0,0
ENSMUSG00000113102.2,A930040O22Rik,1,1,1,0,1,0,1,0,1,0
ENSMUSG00000021013.17,Ttc8,10,3,7,4,10,2,7,3,4,2
ENSMUSG00000033713.13,Foxn3,37,14,46,17,29,5,61,11,53,8
ENSMUSG00000093465.2,Gm20682,1,0,4,1,1,0,0,0,0,0
ENSMUSG00000113106.2,Gm47139,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000113003.2,Gm47138,1,0,3,0,1,0,1,0,0,0
ENSMUSG00000113610.2,Gm47132,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000114190.2,4930556H04Rik,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000021177.17,Tdp1,2,0,4,0,7,1,3,1,2,0
ENSMUSG00000021178.10,Psmc1,3,1,7,4,4,2,15,0,3,0
ENSMUSG00000021179.9,Nrde2,4,0,3,0,3,1,5,1,4,0
ENSMUSG00000072884.11,Gm10433,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000001175.17,Calm1,207,71,244,127,201,59,307,53,265,43
ENSMUSG00000113679.2,Gm10432,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000033530.9,Ttc7b,18,5,20,9,11,6,28,3,11,2
ENSMUSG00000113917.2,Gm48382,2,0,3,1,0,0,2,0,1,0
ENSMUSG00000021180.10,Rps6ka5,7,2,4,3,8,0,10,6,9,2
ENSMUSG00000113687.2,Gm49703,2,0,3,1,1,0,0,0,0,0
ENSMUSG00000021185.17,Dglucy,3,1,2,1,2,1,2,0,0,0
ENSMUSG00000021182.17,Ccdc88c,4,1,5,2,3,0,3,1,2,1
ENSMUSG00000041846.16,Ppp4r3a,13,5,13,4,6,2,14,3,10,1
ENSMUSG00000097121.3,D130020L05Rik,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000021188.15,Trip11,12,3,11,6,6,4,16,6,17,2
ENSMUSG00000021189.12,Atxn3,1,0,4,0,3,0,4,1,5,0
ENSMUSG00000041781.10,Cpsf2,9,0,10,4,4,2,10,3,6,2
ENSMUSG00000041771.15,Slc24a4,0,3,8,1,7,3,0,1,4,1
ENSMUSG00000044456.17,Rin3,2,1,0,0,0,0,1,0,0,0
ENSMUSG00000021190.15,Lgmn,11,2,8,5,13,3,19,5,20,5
ENSMUSG00000021192.17,Golga5,6,0,5,2,2,0,7,1,3,0
ENSMUSG00000021194.7,Chga,27,5,14,11,21,5,38,4,23,13
ENSMUSG00000057963.10,Itpk1,16,7,11,11,13,9,13,4,9,2
ENSMUSG00000096751.4,Gm28373,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000041716.8,Gm20604,4,0,2,0,3,0,3,0,4,2
ENSMUSG00000046675.8,Tmem251,0,1,1,0,1,0,2,1,0,1
ENSMUSG00000041712.8,Ubr7,3,1,4,3,5,2,4,1,4,0
ENSMUSG00000041702.8,Btbd7,10,2,18,3,11,1,10,3,5,0
ENSMUSG00000113067.2,Gm47166,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000021198.17,Unc79,27,6,38,13,26,6,31,2,34,2
ENSMUSG00000041669.16,Prima1,1,0,0,2,1,1,2,0,3,0
ENSMUSG00000021200.15,Asb2,1,0,0,1,1,0,2,2,0,0
ENSMUSG00000021203.16,Otub2,4,2,3,1,4,1,6,0,3,0
ENSMUSG00000041645.15,Ddx24,21,9,24,14,25,4,34,8,28,3
ENSMUSG00000113328.2,Gm47260,2,1,1,1,0,0,0,0,0,0
ENSMUSG00000041449.17,Serpina3h,5,1,0,0,0,0,1,1,2,1
ENSMUSG00000079014.5,Serpina3i,1,0,0,0,0,1,1,0,1,0
ENSMUSG00000021091.9,Serpina3n,3,0,2,5,1,2,3,0,2,0
ENSMUSG00000041415.11,Dicer1,14,4,21,11,11,3,19,4,12,4
ENSMUSG00000021097.16,Clmn,13,5,20,18,16,4,22,3,32,7
ENSMUSG00000054150.13,Syne3,2,0,1,0,1,0,5,0,0,1
ENSMUSG00000021102.5,Glrx5,4,1,4,1,5,0,1,0,0,0
ENSMUSG00000097929.10,Tunar,10,4,4,3,7,2,13,2,11,1
ENSMUSG00000094910.2,D430019H16Rik,6,2,4,7,2,0,5,2,9,0
ENSMUSG00000041341.11,Atg2b,31,7,31,19,23,11,38,12,35,10
ENSMUSG00000044715.8,Gskip,4,0,2,2,2,2,3,1,3,0
ENSMUSG00000021111.16,Papola,21,6,33,18,12,8,28,7,13,2
ENSMUSG00000048251.16,Bcl11b,0,1,2,1,3,1,2,0,3,2
ENSMUSG00000056770.16,Setd3,6,1,6,3,1,2,9,1,4,1
ENSMUSG00000021258.11,Ccnk,5,3,7,0,12,1,7,1,5,1
ENSMUSG00000084883.3,Ccdc85c,42,14,42,26,35,10,55,11,56,8
ENSMUSG00000021260.9,Hhipl1,2,0,1,1,1,1,1,0,0,0
ENSMUSG00000021259.6,Cyp46a1,6,1,9,1,5,0,7,1,10,1
ENSMUSG00000058070.15,Eml1,2,0,2,0,2,0,2,1,3,0
ENSMUSG00000021262.16,Evl,9,0,16,4,5,1,16,3,17,1
ENSMUSG00000021264.13,Yy1,8,2,10,7,14,3,19,0,16,2
ENSMUSG00000021265.4,Slc25a29,1,0,0,2,1,0,2,0,0,0
ENSMUSG00000021266.17,Wars,15,6,15,7,15,3,11,4,14,1
ENSMUSG00000112981.2,5033424D13Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000040877.17,Wdr25,4,0,2,0,4,1,0,0,1,0
ENSMUSG00000040867.14,Begain,5,5,13,3,8,4,9,4,8,3
ENSMUSG00000040856.18,Dlk1,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000021268.18,Meg3,149,63,246,168,74,46,105,25,107,17
ENSMUSG00000085925.4,Rtl1,1,0,5,0,2,2,1,0,0,0
ENSMUSG00000080406.3,Mir1188,1,0,0,0,1,2,0,0,0,0
ENSMUSG00000097451.12,Rian,11,6,36,22,8,6,14,2,5,3
ENSMUSG00000102657.2,Gm37899,4,0,6,4,1,0,3,1,0,0
ENSMUSG00000098202.3,B830012L14Rik,4,1,11,3,2,1,5,0,0,0
ENSMUSG00000098838.4,Mir381,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000097391.9,Mirg,3,0,3,2,1,0,0,0,0,0
ENSMUSG00000114183.2,Gm47195,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000017843.15,Ppp2r5c,34,5,29,12,21,9,32,7,19,4
ENSMUSG00000113585.2,Gm19605,1,0,1,0,0,0,1,0,0,0
ENSMUSG00000113361.2,B930059L03Rik,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000018707.14,Dync1h1,286,78,171,89,205,85,334,81,271,48
ENSMUSG00000090327.2,Gm17111,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000021270.14,Hsp90aa1,23,6,16,7,13,3,26,7,13,3
ENSMUSG00000037957.15,Wdr20,2,2,0,4,4,0,4,0,1,1
ENSMUSG00000021276.11,Cinp,2,1,1,0,0,0,2,0,2,0
ENSMUSG00000113385.2,Gm48405,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000021275.17,Tecpr2,11,5,9,9,19,3,20,3,16,5
ENSMUSG00000037904.15,Ankrd9,1,0,1,0,0,0,0,0,2,0
ENSMUSG00000037896.18,Rcor1,1,2,8,4,3,3,4,1,5,0
ENSMUSG00000021277.17,Traf3,23,2,23,7,11,5,20,6,17,5
ENSMUSG00000021279.6,Cdc42bpb,39,7,29,12,30,8,44,8,23,8
ENSMUSG00000021282.18,Eif5,8,3,11,6,5,1,6,3,8,2
ENSMUSG00000096995.3,2810029C07Rik,0,2,0,0,1,0,2,1,1,0
ENSMUSG00000007411.17,Mark3,7,4,17,14,12,5,10,2,11,2
ENSMUSG00000001270.10,Ckb,66,15,35,21,68,22,83,21,55,19
ENSMUSG00000060950.13,Trmt61a,1,0,0,3,0,1,4,0,0,0
ENSMUSG00000049792.7,Bag5,1,2,0,2,1,0,2,0,2,0
ENSMUSG00000037787.15,Coa8,1,1,1,0,2,1,1,0,3,0
ENSMUSG00000021288.20,Klc1,59,17,45,34,38,14,52,14,55,7
ENSMUSG00000021287.13,Xrcc3,3,1,4,1,5,0,4,2,1,0
ENSMUSG00000021286.9,Zfyve21,1,1,1,0,0,0,0,0,0,0
ENSMUSG00000021285.16,Ppp1r13b,32,8,33,24,24,5,43,7,24,5
ENSMUSG00000021290.7,Atp5mpl,4,0,2,1,2,1,3,0,6,0
ENSMUSG00000091402.8,Rd3l,39,1,38,13,25,6,37,6,23,0
ENSMUSG00000054003.14,Tdrd9,0,1,2,0,1,0,1,0,3,0
ENSMUSG00000021294.8,Kif26a,0,1,0,1,4,0,3,2,1,0
ENSMUSG00000054013.7,Tmem179,10,3,5,6,7,2,12,2,7,2
ENSMUSG00000037679.10,Inf2,5,1,10,2,4,4,12,1,7,0
ENSMUSG00000011148.15,Adssl1,3,1,1,1,2,0,2,0,4,0
ENSMUSG00000064326.14,Siva1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000001729.15,Akt1,15,8,11,7,21,6,16,11,19,5
ENSMUSG00000037638.6,Zbtb42,1,0,0,0,0,0,1,0,1,0
ENSMUSG00000103898.2,Gm30238,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000072825.12,Cep170b,77,25,63,43,65,19,95,17,77,15
ENSMUSG00000052160.8,Pld4,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000118667.1,Ahnak2,17,1,2,6,7,1,9,6,5,1
ENSMUSG00000037594.12,Clba1,0,1,0,1,2,0,1,1,1,1
ENSMUSG00000047832.10,Cdca4,3,0,0,0,0,0,1,0,2,0
ENSMUSG00000002799.7,Jag2,3,2,5,2,4,0,2,3,4,2
ENSMUSG00000002804.5,Nudt14,1,0,2,0,1,0,1,0,3,1
ENSMUSG00000097476.2,Gm26583,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000011158.9,Brf1,3,0,6,5,3,3,3,1,7,0
ENSMUSG00000002803.15,Btbd6,5,3,5,2,4,4,7,0,1,0
ENSMUSG00000021143.11,Pacs2,47,11,37,21,36,5,56,8,45,7
ENSMUSG00000021144.15,Mta1,18,7,23,7,13,3,25,6,19,2
ENSMUSG00000006356.11,Crip2,9,6,6,6,4,3,3,1,2,2
ENSMUSG00000102479.2,Gm18551,1,1,0,0,0,0,2,0,0,0
ENSMUSG00000042063.12,Zfp386,4,0,6,7,3,3,4,1,2,0
ENSMUSG00000011171.12,Vipr2,6,6,19,6,9,0,14,1,8,0
ENSMUSG00000042050.9,Dync2i1,4,0,3,0,2,0,1,0,2,0
ENSMUSG00000021171.9,Esyt2,9,3,14,6,2,3,13,1,6,1
ENSMUSG00000042029.8,Ncapg2,0,1,1,0,1,0,1,1,0,0
ENSMUSG00000056553.15,Ptprn2,51,17,55,42,39,20,78,12,39,12
ENSMUSG00000101930.2,Gm5441,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000041992.10,Rapgef5,9,10,11,9,12,3,18,9,15,2
ENSMUSG00000018581.16,Dnah11,1,0,4,0,3,0,0,0,1,0
ENSMUSG00000113831.2,Gm49602,6,0,1,0,2,0,3,1,1,0
ENSMUSG00000025323.11,Sp4,23,6,20,13,21,12,20,11,15,4
ENSMUSG00000025321.15,Itgb8,10,2,9,2,4,3,10,1,9,1
ENSMUSG00000048004.16,Tmem196,1,1,0,0,0,0,1,1,2,0
ENSMUSG00000021218.11,Gdi2,29,9,36,20,28,6,37,5,26,2
ENSMUSG00000033799.11,Tasor2,16,2,18,13,6,7,22,2,7,3
ENSMUSG00000033781.8,Asb13,12,3,11,4,6,4,11,6,11,1
ENSMUSG00000021215.16,Net1,1,0,5,3,1,0,2,0,3,1
ENSMUSG00000045410.19,Akr1e1,3,2,5,2,6,0,11,3,6,0
ENSMUSG00000000078.8,Klf6,4,1,3,6,1,1,6,0,1,1
ENSMUSG00000021193.11,Pitrm1,7,2,11,3,7,1,10,2,12,0
ENSMUSG00000021196.15,Pfkp,45,18,73,23,37,10,53,6,27,9
ENSMUSG00000052551.17,Adarb2,8,2,25,5,9,1,15,2,15,0
ENSMUSG00000021147.18,Wdr37,4,3,6,6,6,3,11,3,10,1
ENSMUSG00000021149.9,Gtpbp4,2,2,5,3,5,0,9,3,9,0
ENSMUSG00000033499.15,Larp4b,28,16,37,17,22,9,37,14,21,3
ENSMUSG00000113984.2,Gm48890,1,0,4,0,1,0,1,0,0,0
ENSMUSG00000113065.2,Gm48870,2,0,8,1,2,0,0,1,1,0
ENSMUSG00000112955.2,Gm48889,1,0,0,2,1,0,1,2,0,0
ENSMUSG00000112948.2,Gm48871,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000048264.17,Dip2c,33,5,38,15,37,13,51,11,46,2
ENSMUSG00000113905.2,Gm48872,2,0,3,2,1,0,0,1,0,0
ENSMUSG00000021156.18,Zmynd11,11,3,28,8,14,2,20,6,15,3
ENSMUSG00000113650.2,Gm47826,3,0,6,2,4,0,0,0,0,0
ENSMUSG00000046159.17,Chrm3,2,1,5,4,4,1,2,2,6,0
ENSMUSG00000113680.2,Gm47405,1,1,2,0,0,0,0,0,0,0
ENSMUSG00000097009.3,Gm26861,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000021313.17,Ryr2,46,16,66,26,40,10,68,16,38,5
ENSMUSG00000112947.2,Gm47493,1,0,4,1,1,0,2,1,0,0
ENSMUSG00000021311.10,Mtr,3,3,10,7,3,0,4,1,4,1
ENSMUSG00000050244.10,Heatr1,3,0,5,2,4,3,5,1,4,1
ENSMUSG00000057554.14,Lgals8,1,1,2,1,5,1,0,1,0,0
ENSMUSG00000057069.8,Ero1b,0,1,2,1,6,0,1,1,3,0
ENSMUSG00000005397.9,Nid1,2,1,3,8,5,2,1,1,3,0
ENSMUSG00000019726.13,Lyst,26,9,47,17,16,4,37,10,27,6
ENSMUSG00000021303.15,Gng4,4,9,8,13,6,13,8,7,7,2
ENSMUSG00000096192.3,Gm18856,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000039242.11,B3galnt2,2,2,1,0,0,0,1,0,1,0
ENSMUSG00000039233.13,Tbce,4,0,2,0,1,0,4,0,1,0
ENSMUSG00000021302.11,Ggps1,11,2,9,7,4,2,7,4,2,3
ENSMUSG00000039219.19,Arid4b,9,2,17,6,14,1,14,3,9,2
ENSMUSG00000021301.10,Hecw1,25,14,32,17,32,4,39,10,26,6
ENSMUSG00000015672.5,Mrpl32,1,0,0,1,0,0,6,0,4,1
ENSMUSG00000015671.12,Psma2,1,0,6,4,7,2,8,1,5,3
ENSMUSG00000021318.16,Gli3,10,0,8,1,5,1,2,0,0,0
ENSMUSG00000113960.2,4933412O06Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000113701.2,B230303A05Rik,0,1,1,0,0,0,1,0,0,0
ENSMUSG00000113338.2,A530046M15Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000119058.1,U6,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000055137.8,Sugct,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000012429.10,Mplkip,3,0,1,2,1,1,2,0,0,0
ENSMUSG00000041297.9,Cdk13,17,7,25,4,11,4,22,4,14,1
ENSMUSG00000113140.2,Gm48624,2,0,1,0,1,0,2,0,0,0
ENSMUSG00000081285.3,Gm18859,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000008859.9,Rala,4,0,6,1,3,1,2,0,2,0
ENSMUSG00000113528.2,Gm32699,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000075054.6,Yae1d1,8,2,10,3,0,0,6,2,7,1
ENSMUSG00000009734.19,Pou6f2,9,2,4,6,4,2,3,0,6,1
ENSMUSG00000041236.9,Vps41,11,4,17,8,7,4,21,3,18,6
ENSMUSG00000113378.2,Gm47660,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000021314.14,Amph,41,8,46,19,47,10,57,10,38,12
ENSMUSG00000003062.14,Stard3nl,7,0,5,1,7,1,4,0,5,0
ENSMUSG00000002808.8,Epdr1,2,3,1,1,4,1,4,0,1,1
ENSMUSG00000041112.18,Elmo1,24,10,29,19,32,8,42,8,26,4
ENSMUSG00000113313.2,Gm32036,1,0,0,1,0,0,0,0,1,0
ENSMUSG00000021326.14,Trim27,4,1,4,2,1,0,7,2,7,2
ENSMUSG00000021327.20,Zkscan3,6,3,9,5,3,0,0,1,1,0
ENSMUSG00000055313.16,Pgbd1,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000022228.15,Zscan26,6,3,8,3,8,2,7,2,2,2
ENSMUSG00000078139.4,AK157302,3,0,0,0,0,0,0,0,2,0
ENSMUSG00000063894.16,Zkscan8,12,3,15,7,4,7,12,3,12,3
ENSMUSG00000067455.6,H4c11,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000101972.2,H3c11,1,0,1,2,1,0,2,0,1,0
ENSMUSG00000060639.6,H4c9,1,0,0,0,1,0,1,0,0,0
ENSMUSG00000046351.12,Zfp322a,2,2,2,2,1,0,3,2,1,0
ENSMUSG00000036376.4,Abt1,1,0,0,0,2,2,3,1,0,0
ENSMUSG00000113440.2,Gm46404,4,0,2,1,1,1,2,1,0,0
ENSMUSG00000060981.8,H4c8,1,0,0,0,1,0,0,1,1,0
