Gene,Gene name,LS8A/AGGGTA,LS8A/GTTAGG,LS8A/TATGGA,LS8B/TATGGA,LS8B/AGGGTA,LS8B/GTTAGG,LS8C/TATGGA,LS8C/AGGGTA,LS8C/GTTAGG,LS8D/AGGGTA,LS8D/GTTAGG,LS8D/TATGGA,LS8E/TATGGA,LS8E/GTTAGG,LS8E/AGGGTA,LS8F/TATGGA,LS8F/GTTAGG,LS8F/AGGGTA,LS8H/TATGGA,LS8H/GTTAGG,LS8H/AGGGTA
ENSMUSG00000115130.2,Gm49152,0,2,4,1,0,1,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115008.2,4933429O19Rik,1,5,0,0,0,2,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000115398.2,Gm534,0,3,1,0,0,4,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000061244.15,Exoc5,35,9,30,25,16,13,18,20,7,18,8,9,7,0,2,6,0,0,3,1,0
ENSMUSG00000115624.2,Gm49204,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENSMUSG00000036291.7,Ap5m1,26,9,41,40,22,12,36,22,7,20,10,27,10,0,4,3,1,0,3,1,1
ENSMUSG00000036282.16,Naa30,19,6,18,23,10,2,19,8,5,16,5,15,1,1,3,3,0,1,3,0,1
ENSMUSG00000115772.2,Gm48935,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115389.2,Gm48936,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021850.15,ccdc198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021852.15,Slc35f4,8,0,3,0,7,0,0,6,0,6,0,0,2,0,2,0,0,0,0,0,0
ENSMUSG00000036242.16,Armh4,20,3,38,35,15,4,20,19,6,25,2,15,10,1,3,3,1,1,6,0,1
ENSMUSG00000115742.2,Gm48950,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115228.2,Gm48948,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115212.2,Gm8417,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102189.2,Gm37194,17,10,25,21,17,7,15,13,5,17,8,11,10,2,0,5,0,2,4,2,0
ENSMUSG00000115034.2,Gm19109,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006288.9,Ttc5,8,7,6,15,5,5,14,4,4,4,5,8,2,0,0,2,0,0,2,1,2
ENSMUSG00000092837.3,Rpph1,1,2,4,1,0,3,1,0,1,0,3,3,2,0,0,0,0,0,0,1,0
ENSMUSG00000036023.7,Parp2,7,3,14,11,8,0,9,11,2,6,1,7,2,0,0,2,0,0,2,1,0
ENSMUSG00000006281.9,Tep1,12,7,24,11,14,7,9,12,2,12,6,7,1,0,0,1,0,0,0,0,0
ENSMUSG00000097431.3,Gm26782,3,2,6,1,2,2,1,3,0,2,2,1,0,0,0,1,0,0,1,0,0
ENSMUSG00000090799.3,Klhl33,6,4,11,12,7,4,6,3,4,4,4,1,3,0,0,3,0,2,0,0,0
ENSMUSG00000006289.15,Osgep,5,4,26,25,5,4,14,4,3,6,3,7,2,1,4,1,0,0,1,0,1
ENSMUSG00000035960.15,Apex1,2,0,0,0,2,1,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000035953.15,Pip4p1,53,6,24,15,40,4,20,28,14,21,6,11,5,0,1,2,0,1,2,1,1
ENSMUSG00000115338.3,Pnp,3,1,5,9,1,1,2,0,1,1,0,7,0,0,0,0,0,1,1,0,0
ENSMUSG00000021876.16,Rnase4,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115280.2,Gm7107,2,1,4,3,1,0,5,2,0,2,1,2,0,0,0,1,0,0,0,1,0
ENSMUSG00000004561.15,Mettl17,14,1,7,10,6,3,2,7,6,9,2,7,1,0,0,0,0,0,2,1,1
ENSMUSG00000004558.16,Ndrg2,370,29,73,38,309,33,12,303,33,280,36,25,28,2,7,15,6,4,10,2,7
ENSMUSG00000097633.3,Gm16617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004562.17,Arhgef40,19,3,4,2,15,7,2,14,3,16,7,2,4,1,0,2,0,1,1,0,0
ENSMUSG00000049295.18,Zfp219,22,21,38,44,23,23,23,15,11,13,9,16,5,2,7,9,1,1,4,0,3
ENSMUSG00000072571.4,Tmem253,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060373.16,Hnrnpc,47,21,67,64,43,24,38,48,14,33,22,26,16,4,10,10,0,3,9,1,4
ENSMUSG00000057132.17,Rpgrip1,28,19,351,332,22,33,199,26,26,17,27,167,60,15,27,45,3,6,39,6,5
ENSMUSG00000035726.9,Supt16,48,20,78,82,53,25,46,46,17,36,15,31,15,3,2,10,1,3,12,0,1
ENSMUSG00000053754.15,Chd8,112,36,148,138,107,51,95,102,44,87,48,55,36,3,13,15,0,3,11,3,4
ENSMUSG00000105868.2,Gm43766,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022159.17,Rab2b,3,0,3,0,3,1,1,3,1,5,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000016831.13,Tox4,37,10,47,40,38,7,20,34,12,21,21,23,9,2,5,8,1,0,8,1,0
ENSMUSG00000022160.19,Mettl3,6,3,12,16,6,0,11,7,3,9,2,11,4,1,1,1,0,0,1,1,1
ENSMUSG00000049532.12,Sall2,130,31,138,127,100,41,86,101,24,64,35,47,19,3,7,19,1,4,10,1,2
ENSMUSG00000022174.9,Dad1,36,10,54,60,47,8,26,36,9,31,6,18,11,2,4,8,1,3,8,0,0
ENSMUSG00000040997.15,Abhd4,32,13,56,51,31,16,38,31,20,23,9,27,9,5,0,4,4,0,6,1,2
ENSMUSG00000000959.8,Oxa1l,64,10,50,46,57,13,28,43,18,43,12,20,8,1,1,7,0,1,5,1,0
ENSMUSG00000000958.11,Slc7a7,1,0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000010406.13,Mrpl52,13,2,9,7,14,2,7,15,2,9,3,3,2,0,0,0,0,0,2,1,2
ENSMUSG00000000957.12,Mmp14,13,13,3,5,7,12,2,10,11,16,13,3,2,0,2,3,0,0,0,0,1
ENSMUSG00000115767.2,Gm10366,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022175.10,Lrp10,60,13,48,39,59,21,26,47,15,45,20,17,14,1,2,3,0,2,9,0,2
ENSMUSG00000022176.12,Rem2,8,0,0,0,5,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000023110.13,Prmt5,71,19,74,69,68,19,44,56,17,50,14,26,3,3,2,9,1,2,6,2,0
ENSMUSG00000022177.10,Haus4,5,2,3,4,5,1,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000022178.12,Ajuba,2,1,0,1,1,0,1,4,2,4,1,2,0,0,1,1,0,0,1,0,0
ENSMUSG00000022179.6,4931414P19Rik,2,1,7,8,3,0,6,3,3,4,0,1,3,0,0,0,1,0,2,0,0
ENSMUSG00000022193.8,Psmb5,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059674.8,Cdh24,24,0,9,3,29,1,3,39,2,28,4,6,3,2,1,1,0,3,2,1,0
ENSMUSG00000091306.3,Gm17606,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000022185.20,Acin1,109,54,227,253,98,67,154,105,49,101,32,96,56,11,19,37,5,4,24,2,12
ENSMUSG00000040840.8,4930579G18Rik,1,1,4,4,0,3,2,1,0,2,3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000040822.8,1700123O20Rik,20,1,12,16,10,1,10,16,1,14,5,4,0,0,0,1,0,0,0,0,0
ENSMUSG00000022180.8,Slc7a8,68,31,187,202,50,29,102,50,38,48,34,82,36,6,10,17,2,5,10,1,3
ENSMUSG00000057156.11,Homez,19,4,32,14,15,8,19,15,8,15,4,8,8,1,0,3,0,0,1,0,0
ENSMUSG00000072494.8,Ppp1r3e,3,1,2,0,5,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000089682.11,Bcl2l2,57,12,35,42,41,16,33,33,8,48,8,19,22,3,4,7,0,3,2,2,1
ENSMUSG00000022194.16,Pabpn1,5,1,7,3,7,3,5,6,3,5,2,2,1,0,0,2,0,0,1,0,1
ENSMUSG00000022199.13,Slc22a17,556,84,125,73,441,92,42,429,57,395,79,38,40,12,14,21,2,5,19,3,11
ENSMUSG00000022203.8,Efs,6,5,1,1,3,4,1,5,4,2,0,0,2,0,0,0,0,0,1,0,0
ENSMUSG00000040759.10,Cmtm5,7,4,0,1,2,2,2,3,4,1,5,0,1,0,0,1,0,0,0,1,0
ENSMUSG00000053093.17,Myh7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022204.10,Ngdn,5,2,6,11,4,3,4,6,3,4,3,6,2,1,0,1,0,0,0,0,1
ENSMUSG00000072492.6,Gm10364,1,0,3,1,1,0,0,4,1,7,2,2,2,0,0,1,0,0,1,1,0
ENSMUSG00000100162.3,Gm20687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040721.10,Zfhx2,238,24,71,47,169,30,29,172,16,171,21,22,19,2,4,12,3,2,1,0,3
ENSMUSG00000045691.15,Thtpa,2,0,0,0,4,1,1,2,0,5,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000040701.17,Ap1g2,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000022208.13,Jph4,121,13,23,8,110,15,10,78,10,119,15,5,7,2,5,4,0,0,6,0,3
ENSMUSG00000022214.16,Dcaf11,37,23,42,43,30,14,26,24,21,26,20,19,15,3,2,7,2,1,4,1,1
ENSMUSG00000022210.8,Dhrs4,2,0,0,1,3,0,2,4,1,3,0,0,1,0,0,2,0,0,0,0,0
ENSMUSG00000022211.10,Carmil3,47,4,26,13,43,6,6,37,3,36,3,7,3,0,3,4,0,0,0,0,0
ENSMUSG00000022212.16,Cpne6,68,1,23,5,82,5,9,84,1,68,3,8,6,2,2,2,1,0,0,0,0
ENSMUSG00000040632.17,Nrl,121,78,1381,1478,162,134,856,142,132,98,81,603,291,52,87,245,40,55,135,19,53
ENSMUSG00000040618.8,Pck2,18,4,5,4,18,6,2,20,1,22,4,0,1,1,0,0,0,0,1,0,0
ENSMUSG00000022216.18,Psme1,13,5,6,4,18,5,3,14,7,13,6,3,3,0,0,1,0,0,0,0,0
ENSMUSG00000022217.15,Emc9,7,3,4,2,5,2,0,8,1,5,3,1,3,0,0,0,0,0,0,0,0
ENSMUSG00000079197.11,Psme2,3,1,1,1,1,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0
ENSMUSG00000047098.19,Rnf31,18,6,22,23,21,9,16,15,5,7,7,6,6,3,0,6,0,0,2,0,0
ENSMUSG00000002325.16,Irf9,9,1,4,2,6,3,2,8,0,2,1,4,1,1,0,0,0,0,0,0,0
ENSMUSG00000002324.9,Rec8,6,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002319.17,Ipo4,12,3,10,10,11,1,1,11,1,11,0,3,3,0,0,1,0,0,1,0,0
ENSMUSG00000002320.16,Tm9sf1,13,1,7,6,13,3,7,12,2,10,3,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000007591.16,Tssk4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047153.5,Khnyn,8,6,13,14,7,2,6,10,4,8,3,5,3,1,1,0,0,0,0,0,0
ENSMUSG00000002329.8,Mdp1,8,0,8,12,8,2,5,6,1,8,1,6,4,0,1,3,0,0,1,0,0
ENSMUSG00000010376.16,Nedd8,57,13,32,24,51,9,19,51,13,53,8,18,5,0,4,3,1,0,3,1,2
ENSMUSG00000002326.7,Gmpr2,9,1,5,3,1,2,3,13,1,9,3,1,1,0,0,1,0,0,1,0,0
ENSMUSG00000007589.10,Tinf2,11,1,16,19,10,2,9,4,5,3,1,7,4,1,0,0,0,0,0,1,0
ENSMUSG00000040472.16,Rabggta,17,2,16,15,31,3,12,24,8,29,6,10,0,0,2,0,0,0,1,1,0
ENSMUSG00000002332.17,Dhrs1,42,7,13,7,34,5,2,31,8,30,11,4,1,0,0,0,0,2,0,0,0
ENSMUSG00000019297.10,Nop9,4,2,7,4,5,0,6,2,1,2,2,3,0,0,0,0,0,0,2,1,1
ENSMUSG00000046908.6,Ltb4r1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022220.15,Adcy4,1,0,0,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023411.13,Nfatc4,4,0,1,0,5,0,2,1,0,5,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000075592.11,Nynrin,35,5,13,10,42,15,4,46,2,25,10,4,8,1,0,0,0,1,3,1,0
ENSMUSG00000022223.10,Sdr39u1,17,4,13,4,16,7,3,15,4,8,5,2,1,3,3,1,0,0,0,1,0
ENSMUSG00000058581.8,Gm5801,0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097936.2,Gm4819,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000114820.2,Gm48200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114345.2,Gm10873,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000022229.4,Atp12a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064128.9,Cenpj,4,1,4,4,3,3,1,1,2,3,3,0,1,0,0,1,0,1,0,0,0
ENSMUSG00000054509.8,Parp4,11,2,14,10,8,3,6,18,9,7,4,6,1,0,1,1,0,1,1,0,0
ENSMUSG00000079184.11,Mphosph8,12,3,19,13,12,4,15,13,8,12,2,8,3,1,1,0,0,0,1,1,1
ENSMUSG00000097743.2,Gm16973,3,0,6,2,1,1,1,1,1,2,0,4,1,0,0,0,0,0,0,0,0
ENSMUSG00000021938.13,Pspc1,27,8,13,6,13,8,10,20,5,20,10,7,6,2,2,3,1,1,3,0,0
ENSMUSG00000040123.18,Zmym5,6,12,37,35,14,6,27,9,7,13,9,11,11,0,1,2,3,0,2,2,0
ENSMUSG00000100017.3,2410022M11Rik,4,0,3,1,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000114500.2,Gm8983,5,0,2,3,1,1,3,3,0,3,3,1,1,0,0,1,1,1,3,0,0
ENSMUSG00000021945.10,Zmym2,73,23,108,97,73,23,42,80,23,56,33,39,18,3,8,6,2,7,9,3,10
ENSMUSG00000021947.12,Cryl1,10,0,2,3,3,1,0,4,1,3,3,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000114321.2,Gm8971,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040040.17,Ift88,22,3,15,25,15,3,15,17,6,12,6,6,4,1,0,2,0,0,1,0,1
ENSMUSG00000081238.4,Gm15836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050222.12,Il17d,4,1,1,1,9,4,0,4,4,4,2,2,1,0,1,0,0,0,1,0,0
ENSMUSG00000021951.8,Eef1akmt1,11,4,6,7,14,3,6,11,5,3,4,4,6,0,0,1,0,0,0,0,0
ENSMUSG00000021952.17,Xpo4,15,4,40,29,14,8,16,13,7,11,5,21,4,0,2,1,1,0,2,2,1
ENSMUSG00000021959.17,Lats2,16,1,35,27,14,5,23,15,3,10,6,7,6,0,2,4,0,1,2,1,1
ENSMUSG00000021963.18,Sap18,22,1,11,7,14,3,2,10,4,17,3,4,1,0,1,0,0,0,0,0,0
ENSMUSG00000021965.4,Ska3,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021967.5,Mrpl57,15,4,14,17,18,4,7,13,8,8,4,4,2,0,1,1,0,0,0,1,1
ENSMUSG00000021969.9,Zdhhc20,11,6,12,6,16,6,5,8,2,12,1,5,6,1,1,2,0,0,1,0,0
ENSMUSG00000021973.10,Micu2,8,1,7,2,9,2,1,5,1,5,1,2,2,0,0,1,0,0,0,0,0
ENSMUSG00000097303.3,3110083C13Rik,0,0,2,0,0,0,1,1,1,2,0,1,3,0,0,0,0,0,0,0,0
ENSMUSG00000114918.2,Gm9012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021974.16,Fgf9,20,6,11,5,19,7,5,7,1,16,7,1,2,1,1,0,0,1,1,0,0
ENSMUSG00000098157.2,Gm9022,3,0,1,2,1,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0
ENSMUSG00000035469.18,Rcbtb1,44,4,34,31,18,7,21,27,8,19,9,9,13,1,1,4,1,1,4,1,0
ENSMUSG00000091144.3,Phf11c,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000071350.13,Setdb2,9,1,15,15,4,2,3,2,1,5,4,5,1,1,0,2,0,0,1,0,0
ENSMUSG00000021981.11,Cab39l,25,9,34,35,12,6,20,12,7,18,5,14,4,1,3,3,0,0,3,1,0
ENSMUSG00000021982.15,Cdadc1,26,5,15,17,17,4,10,14,6,14,3,7,7,1,2,3,2,1,2,1,1
ENSMUSG00000044461.7,Shisa2,20,2,8,3,14,3,4,21,2,11,1,4,0,0,0,1,1,0,1,0,0
ENSMUSG00000021983.17,Atp8a2,167,37,428,422,128,37,221,126,33,119,34,190,80,16,28,50,7,15,48,4,21
ENSMUSG00000086112.2,4930563I02Rik,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000114584.2,Gm47694,0,2,5,4,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000114797.2,Gm49336,40,15,29,22,33,7,17,25,6,20,9,18,7,2,4,3,2,0,1,0,0
ENSMUSG00000021987.10,Mtmr6,43,5,36,36,37,6,17,39,6,43,2,11,6,2,4,7,0,0,1,1,2
ENSMUSG00000021986.10,Amer2,222,50,495,492,153,77,321,178,69,146,44,231,89,22,23,53,9,13,30,7,13
ENSMUSG00000021990.17,Spata13,12,0,5,3,10,1,1,4,0,9,3,1,1,0,1,2,0,1,0,0,0
ENSMUSG00000021993.11,Mipep,29,2,17,26,17,4,15,18,4,16,3,5,8,0,1,4,0,0,2,1,0
ENSMUSG00000060548.14,Tnfrsf19,3,0,3,1,2,3,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000048279.20,Sacs,127,15,39,23,81,7,9,65,9,74,14,12,16,0,2,6,2,2,3,3,1
ENSMUSG00000035296.15,Sgcg,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021928.10,Ebpl,16,10,112,129,15,12,48,11,13,10,3,51,16,4,7,14,4,4,8,0,3
ENSMUSG00000021929.10,Kpna3,88,9,100,96,80,13,54,83,18,80,13,45,16,6,7,9,0,4,12,5,3
ENSMUSG00000021930.15,Spryd7,25,3,14,15,18,5,11,21,6,22,1,3,3,0,1,3,0,0,4,1,0
ENSMUSG00000097589.10,Dleu2,1,3,7,8,2,2,8,2,0,2,1,2,2,1,0,1,0,0,1,0,0
ENSMUSG00000035235.14,Trim13,2,1,0,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098183.2,Gm27010,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104187.2,Gm37820,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000048281.10,Dleu7,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000021932.14,Rnaseh2b,3,0,5,2,4,2,3,7,3,1,1,4,1,0,1,2,0,0,1,0,0
ENSMUSG00000114488.2,Gm5802,7,0,0,0,2,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000114571.2,Gm35595,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035184.16,Fam124a,16,7,11,6,10,7,10,24,14,5,5,2,1,0,0,1,0,1,0,0,1
ENSMUSG00000035161.8,Ints6,23,5,39,33,22,7,17,9,7,8,6,13,14,1,1,7,0,1,0,0,1
ENSMUSG00000014547.11,Wdfy2,14,9,37,40,14,6,17,15,6,11,9,15,3,2,1,4,0,0,1,0,0
ENSMUSG00000098858.3,Mir6541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000075574.3,Defb48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021939.9,Ctsb,264,54,243,267,223,69,150,222,63,192,66,85,51,6,20,43,6,5,35,2,7
ENSMUSG00000021273.12,Fdft1,97,8,28,19,82,8,20,81,12,54,9,14,6,4,1,6,2,0,3,1,0
ENSMUSG00000035121.7,Neil2,5,0,2,0,3,0,1,2,1,2,1,2,1,0,0,1,0,0,1,1,0
ENSMUSG00000035095.12,Fam167a,2,0,0,0,2,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000035078.7,Mtmr9,78,17,82,52,77,31,38,88,26,92,32,27,17,2,3,10,1,2,7,1,6
ENSMUSG00000087652.2,Gm15918,6,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035067.10,Xkr6,35,5,21,14,20,9,11,30,8,25,11,10,6,2,2,1,0,2,1,0,3
ENSMUSG00000021958.6,Pinx1,2,1,3,7,3,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063060.7,Sox7,9,0,0,1,1,2,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046049.8,Rp1l1,69,52,1035,1063,87,50,644,77,56,44,43,384,158,31,55,114,19,32,87,20,22
ENSMUSG00000090785.2,Gm17116,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054733.10,Msra,19,1,6,4,10,2,4,17,1,14,2,1,2,1,0,0,0,0,0,0,1
ENSMUSG00000114680.2,Gm47202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097545.8,Mir124a-1hg,148,75,548,453,75,68,310,91,58,77,72,342,129,36,53,36,8,5,27,3,15
ENSMUSG00000060012.10,Kif13b,18,5,20,26,17,10,8,11,5,14,5,9,3,0,0,1,2,0,1,0,1
ENSMUSG00000021972.15,Hmbox1,72,15,45,33,60,19,17,53,18,47,12,18,13,2,3,3,1,4,4,1,0
ENSMUSG00000102764.2,Gm37183,2,0,2,0,1,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000021975.10,Ints9,20,6,29,31,20,8,17,12,10,11,10,9,10,1,0,2,0,0,2,2,3
ENSMUSG00000021978.10,Extl3,130,37,92,58,109,25,36,102,36,87,37,32,11,3,8,7,0,1,8,1,2
ENSMUSG00000114693.2,Gm41177,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000007989.8,Fzd3,82,21,27,6,63,31,9,59,19,46,27,11,8,3,3,2,0,2,4,3,0
ENSMUSG00000034532.10,Fbxo16,6,1,1,0,7,2,0,5,2,7,4,0,1,0,0,1,1,0,0,0,0
ENSMUSG00000114357.2,Gm48449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034522.11,Zfp395,20,16,45,51,14,21,25,15,16,8,14,23,12,2,6,5,0,0,0,1,3
ENSMUSG00000022031.7,Elp3,69,19,33,35,45,11,22,62,14,51,11,19,8,3,4,3,1,1,3,1,2
ENSMUSG00000022037.16,Clu,272,133,362,367,276,172,174,234,132,166,157,109,70,17,21,74,9,17,38,8,11
ENSMUSG00000022035.7,Ccdc25,9,0,8,14,11,1,10,5,2,7,8,8,5,1,3,1,0,1,0,0,1
ENSMUSG00000034463.5,Scara3,4,8,0,1,2,9,0,4,5,2,8,1,2,0,1,1,0,0,0,0,1
ENSMUSG00000034450.9,Gulo,4,0,22,41,2,1,25,3,2,1,0,8,2,0,1,2,1,0,4,1,0
ENSMUSG00000022040.9,Ephx2,6,7,34,25,7,3,21,2,4,8,6,8,4,1,3,5,0,0,4,0,1
ENSMUSG00000022041.11,Chrna2,1,1,2,0,4,1,1,1,0,1,4,0,4,0,0,0,0,0,1,1,0
ENSMUSG00000059456.14,Ptk2b,3,0,5,0,3,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022043.20,Trim35,97,29,39,22,70,25,18,78,22,66,31,10,11,3,3,11,1,1,4,0,2
ENSMUSG00000114618.2,Gm41183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022044.15,Stmn4,60,3,6,3,34,2,5,30,1,27,2,3,4,0,2,2,0,0,2,1,0
ENSMUSG00000045875.14,Adra1a,2,0,1,0,1,2,0,1,2,1,2,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000022048.9,Dpysl2,1474,270,370,229,1331,278,178,1232,284,1162,306,122,156,26,46,79,14,18,79,13,24
ENSMUSG00000075553.3,Gm5464,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046204.15,Pnma2,34,1,2,3,20,2,1,30,2,19,3,1,2,0,0,2,0,0,1,0,1
ENSMUSG00000114558.2,Gm9570,2,0,3,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0
ENSMUSG00000022051.16,Bnip3l,26,7,29,20,12,10,12,16,7,13,7,8,5,1,2,3,0,0,1,1,1
ENSMUSG00000022052.10,Ppp2r2a,39,7,31,27,30,12,23,42,7,34,7,8,7,1,1,5,0,2,3,2,1
ENSMUSG00000022053.14,Ebf2,6,0,1,2,2,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000093634.2,Gm10860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093726.2,Gm20667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034327.18,Kctd9,5,0,7,3,4,0,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000044447.6,Dock5,8,8,4,3,13,4,0,8,4,11,3,0,1,1,2,3,0,0,2,0,0
ENSMUSG00000114621.2,Gm31107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022055.8,Nefl,1229,25,165,64,1142,24,36,967,16,1010,42,60,70,16,23,40,8,9,32,7,17
ENSMUSG00000022054.12,Nefm,495,9,33,19,416,9,13,375,7,398,12,12,34,7,7,14,0,4,3,2,5
