,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Gm22442,Gm22442,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22444,Gm22444,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22446,Gm22446,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Gm22448,Gm22448,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Gm2245,Gm2245,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0
Gm22450,Gm22450,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22454,Gm22454,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1
Gm22455,Gm22455,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
Gm22466,Gm22466,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Gm22478,Gm22478,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1
Gm22485,Gm22485,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Gm22486,Gm22486,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Gm22490,Gm22490,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22500,Gm22500,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,1,0
Gm22502,Gm22502,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gm22504,Gm22504,0,0,0,0,2,0,0.0,0,0,0,0,0,0,1,1,0,2,3,4,5,8,12,28,17
Gm22505,Gm22505,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gm22513,Gm22513,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
Gm22514,Gm22514,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22538,Gm22538,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22540,Gm22540,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0
Gm22541,Gm22541,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22542,Gm22542,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3
Gm22549,Gm22549,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
Gm22550,Gm22550,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22552,Gm22552,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm22556,Gm22556,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22557,Gm22557,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22566,Gm22566,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gm22567,Gm22567,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22569,Gm22569,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Gm22571,Gm22571,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3
Gm22573,Gm22573,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22574,Gm22574,1,0,0,1,2,0,0.0,0,0,0,0,0,6,5,1,3,7,11,40,61,45,41,46,27
Gm22576,Gm22576,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22578,Gm22578,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm22579,Gm22579,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,1,2,1,5,8,3,3,7,6
Gm22581,Gm22581,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,4,1,4
Gm22582,Gm22582,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,10,7,0,6,4,9
Gm22583,Gm22583,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm22584,Gm22584,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22586,Gm22586,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22597,Gm22597,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22608,Gm22608,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22613,Gm22613,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,2
Gm22615,Gm22615,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0
Gm22618,Gm22618,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22620,Gm22620,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Gm22622,Gm22622,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22633,Gm22633,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2
Gm22637,Gm22637,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Gm22638,Gm22638,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22645,Gm22645,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1
Gm22656,Gm22656,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0
Gm22661,Gm22661,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22662,Gm22662,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22663,Gm22663,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Gm22667,Gm22667,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22668,Gm22668,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Gm22680,Gm22680,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,1
Gm22682,Gm22682,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22685,Gm22685,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22689,Gm22689,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22699,Gm22699,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
Gm22701,Gm22701,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22702,Gm22702,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22709,Gm22709,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm22710,Gm22710,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,5,3,1,0,1,2,2,4
Gm22714,Gm22714,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,5,8,2
Gm22716,Gm22716,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,2,0,2,2,14,9,18,11,15,21
Gm22717,Gm22717,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22720,Gm22720,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22723,Gm22723,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22724,Gm22724,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Gm22728,Gm22728,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3
Gm22731,Gm22731,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Gm22733,Gm22733,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22738,Gm22738,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Gm22740,Gm22740,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gm22743,Gm22743,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Gm22744,Gm22744,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2
Gm22747,Gm22747,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm22748,Gm22748,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gm22750,Gm22750,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,3,12,5,3,2,1
Gm22751,Gm22751,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0
Gm22752,Gm22752,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,4,2,2,1,0,0
Gm22753,Gm22753,0,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,1,3,5,4,8,1,4
Gm22755,Gm22755,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gm22756,Gm22756,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0
Gm22757,Gm22757,0,0,0,0,0,0,0.0,0,0,0,0,1,0,2,0,1,0,1,9,34,3,27,2,5
Gm22758,Gm22758,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Gm22759,Gm22759,0,0,0,1,0,0,0.0,0,0,0,0,0,1,5,1,2,0,2,6,101,21,43,9,11
Gm22760,Gm22760,0,0,0,1,0,0,0.0,0,0,1,0,0,2,2,0,1,0,0,5,25,4,18,1,2
Gm22761,Gm22761,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,2,0,5,44,4,47,19,23
Gm22766,Gm22766,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22767,Gm22767,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22769,Gm22769,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,4
Gm22771,Gm22771,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2
Gm22772,Gm22772,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22774,Gm22774,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,2,12,2,13,1,2
Gm22778,Gm22778,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,4
Gm22779,Gm22779,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Gm22781,Gm22781,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Gm22784,Gm22784,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22786,Gm22786,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gm22789,Gm22789,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22791,Gm22791,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22796,Gm22796,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,5
Gm22798,Gm22798,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gm22801,Gm22801,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Gm22803,Gm22803,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm22804,Gm22804,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22806,Gm22806,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22808,Gm22808,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22818,Gm22818,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm22820,Gm22820,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22822,Gm22822,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22828,Gm22828,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22830,Gm22830,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Gm22831,Gm22831,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1
Gm22838,Gm22838,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm22842,Gm22842,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
Gm22849,Gm22849,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22858,Gm22858,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22865,Gm22865,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Gm22866,Gm22866,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm22875,Gm22875,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22877,Gm22877,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Gm22883,Gm22883,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Gm22887,Gm22887,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22888,Gm22888,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
Gm22890,Gm22890,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22894,Gm22894,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm22899,Gm22899,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22906,Gm22906,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22923,Gm22923,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm22926,Gm22926,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22929,Gm22929,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22933,Gm22933,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Gm22935,Gm22935,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,2
Gm22939,Gm22939,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Gm22940,Gm22940,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gm22947,Gm22947,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22950,Gm22950,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22951,Gm22951,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22953,Gm22953,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,2
Gm22957,Gm22957,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22962,Gm22962,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm22965,Gm22965,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2
Gm22968,Gm22968,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm22969,Gm22969,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Gm22971,Gm22971,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22973,Gm22973,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Gm22974,Gm22974,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22975,Gm22975,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22977,Gm22977,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22980,Gm22980,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm22983,Gm22983,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22990,Gm22990,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Gm22993,Gm22993,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm22995,Gm22995,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm22997,Gm22997,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23002,Gm23002,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23003,Gm23003,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm23011,Gm23011,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23027,Gm23027,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm23030,Gm23030,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23034,Gm23034,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm23037,Gm23037,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,6,0,0,4,2,2,6,11
Gm23041,Gm23041,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23044,Gm23044,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm23054,Gm23054,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,3
Gm23055,Gm23055,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23058,Gm23058,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23060,Gm23060,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Gm23061,Gm23061,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,11,22,13,9,1,4
Gm23062,Gm23062,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0
Gm23063,Gm23063,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23075,Gm23075,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm23077,Gm23077,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm23084,Gm23084,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm23093,Gm23093,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23094,Gm23094,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,2
Gm23095,Gm23095,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
Gm23102,Gm23102,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23104,Gm23104,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm23106,Gm23106,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23111,Gm23111,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gm23116,Gm23116,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,3,1,0
Gm23117,Gm23117,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm23119,Gm23119,0,0,0,2,0,1,0.0,1,0,0,1,1,0,1,1,0,0,1,13,12,12,16,12,7
Gm23127,Gm23127,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Gm23130,Gm23130,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,1,0,2
Gm23134,Gm23134,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,6,9
Gm23136,Gm23136,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gm23137,Gm23137,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1
Gm23138,Gm23138,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,0
Gm23140,Gm23140,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm23144,Gm23144,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23148,Gm23148,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23151,Gm23151,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23153,Gm23153,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23158,Gm23158,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23168,Gm23168,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23170,Gm23170,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23172,Gm23172,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,13,13,0,0,0,0,1,0
Gm23182,Gm23182,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gm23183,Gm23183,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23184,Gm23184,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23185,Gm23185,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23191,Gm23191,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23192,Gm23192,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,5,26,6,21,0,1
Gm23193,Gm23193,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,3,5
Gm23199,Gm23199,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gm23202,Gm23202,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Gm23205,Gm23205,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,3,0,2,4,9,2,11
Gm23209,Gm23209,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
Gm23217,Gm23217,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23232,Gm23232,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Gm23245,Gm23245,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4
Gm23246,Gm23246,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,6,3
